"id","status","sort","date_created","date_updated","translations"
"cookie_policy_consent","draft",,"2024-03-05T23:12:36.324Z",,"[{""text"":""الموافقة على سياسة ملفات تعريف الارتباط"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Einwilligung zur Cookie-Richtlinie"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Consent to the cookie policy"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Consentimiento con la política de cookies"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Consentement à la politique en matière de cookies"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Consenso alla politica dei cookie"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Consentimento com a política de cookies"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Согласие с политикой использования файлов cookie"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"cookie_policy_consent_date","draft",,"2024-03-05T23:13:36.896Z",,"[{""text"":""تاريخ الموافقة على سياسة ملفات تعريف الارتباط"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Datum der Zustimmung zur Cookie-Richtlinie"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Date of consent to the cookie policy"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Fecha de consentimiento de la política de cookies"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Date d'acceptation de la politique en matière de cookies"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Data del consenso alla politica sui cookie"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Data de consentimento com a política de cookies"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Дата согласия с политикой использования файлов cookie"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"cookie_policy_details","draft",,"2024-03-05T23:12:45.835Z",,"[{""text"":""تفاصيل سياسة ملفات تعريف الارتباط"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Details zur Cookie-Richtlinie"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Details of the cookie policy"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Detalles de la política de cookies"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Détails de la politique en matière de cookies"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Dettagli sulla politica dei cookie"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Detalhes da política de cookies"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Подробная информация о политике использования файлов cookie"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"cookie_policy_details_expiry_persistent","draft",,"2024-03-05T23:14:38.255Z",,"[{""text"":""ملفات تعريف الارتباط الدائمة"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Persistente Cookies"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Persistent cookies"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Cookies persistentes"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Cookies persistants"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Cookie persistenti"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Cookies persistentes"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Постоянные файлы cookie"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"cookie_policy_details_name","draft",,"2024-03-05T23:13:56.908Z",,"[{""text"":""اسم ملف تعريف الارتباط"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Name des Cookies"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Name of the cookie"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Nombre de la cookie"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Nom du cookie"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Nome del cookie"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Nome do cookie"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Имя файла cookie"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"cookie_policy_details_provider","draft",,"2024-03-05T23:14:17.087Z",,"[{""text"":""مزود ملف تعريف الارتباط"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Anbieter des Cookies"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Provider of the cookie"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Proveedor de la cookie"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Fournisseur du cookie"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Fornitore del cookie"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Provedor do cookie"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Поставщик cookie"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"cookie_policy_details_purpose","draft",,"2024-03-05T23:14:26.709Z",,"[{""text"":""الغرض من ملف تعريف الارتباط"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Zweck des Cookies"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Purpose of the cookie"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Finalidad de la cookie"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Objectif du cookie"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Scopo del cookie"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Objetivo do cookie"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Назначение cookie"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"cookie_policy_details_type","draft",,"2024-03-05T23:14:46.984Z",,"[{""text"":""نوع ملف تعريف الارتباط"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Art des Cookies"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Type of cookie"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Tipo de cookie"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Type de cookie"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Tipo di cookie"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Tipo de cookie"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Тип cookie"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"cookie_policy_group_necessary","draft",,"2024-03-05T23:14:07.104Z",,"[{""text"":""ملفات تعريف الارتباط الضرورية"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Notwendige Cookies"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Necessary cookies"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Cookies necesarias"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Cookies nécessaires"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Cookie necessari"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Cookies necessários"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Необходимые файлы cookie"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"cookie_policy_policy_date_updated","draft",,"2024-03-05T23:13:48.138Z",,"[{""text"":""تاريخ آخر تحديث لسياسة ملفات تعريف الارتباط"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Datum der letzten Aktualisierung der Cookie-Richtlinie"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Date of the last update of the cookie policy"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Fecha de la última actualización de la política de cookies"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Date de la dernière mise à jour de la politique en matière de cookies"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Data dell'ultimo aggiornamento della politica sui cookie"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Data da última atualização da política de cookies"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Дата последнего обновления политики в отношении файлов cookie"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"cookie_policy_provider_we","draft",,"2024-03-05T23:14:56.769Z",,"[{""text"":""نحن كمزود ملفات تعريف الارتباط"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Wir als Cookie-Anbieter"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""We as a cookie provider"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Nosotros, como proveedores de cookies"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Nous, en tant que fournisseur de cookies"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Come fornitore di cookie"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Nós, como provedores de cookies"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Мы как поставщик файлов cookie"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"cookies","draft",,"2024-03-05T23:15:06.119Z",,"[{""text"":""الكوكيز"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Cookies"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Cookies"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Cookies"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Cookies"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Biscotti"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Cookies"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Печенье"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"courseTimetableDescriptionEmpty","draft",,"2024-03-05T22:59:39.147Z","2024-03-05T23:00:16.048Z","[{""text"":""ليس لديك <***خطة تعليمية <*****الآن؟\n\nمع وظيفة الجدول الزمني لدينا، يمكنك التخطيط لدراستك ووجباتك كالمحترفين. إذا كان لديك ملف تعريف، سنقوم بمزامنة جدولك الزمني تلقائيًا.\n\n*ملاحظة: نقوم بتحليل الملفات الشخصية مع الجداول الزمنية لتجنب طوابير الوجبات المزدحمة - نحن لا نشارك هذه البيانات مع أطراف ثالثة.*\n[اقرأ المزيد] (https://nilsbaumgartner.de/homepage/2023/01/15/speiseprognose/)"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Du hast noch keinen **Stundenplan**?\n\nMit unserer Stundenplanfunktion kannst du dein Studium und deine Mahlzeiten wie ein Profi planen. Wenn du ein Profil hast, synchronisieren wir deinen Stundenplan automatisch.\n\n*Hinweis: Wir analysieren Profile mit Stundenplänen, um überfüllte Essensschlangen zu vermeiden - wir geben diese Daten nicht an Dritte weiter.*\n[Mehr darüber](https://nilsbaumgartner.de/homepage/2023/01/15/speiseprognose/)"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""You don't have a **schedule** yet?\n\nWith our timetable function, you can plan your studies and meals like a pro. If you have a profile, we'll synchronize your timetable automatically.\n\n*Note: We analyze profiles with timetables to avoid overcrowded meal queues - we do not share this data with third parties.*\n[Read more](https://nilsbaumgartner.de/homepage/2023/01/15/speiseprognose/)"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""¿Aún no tienes un **plan de clases**?\n\nCon nuestra función de horario, puedes planificar tus estudios y comidas como un profesional. Si tienes un perfil, sincronizaremos tu horario automáticamente.\n\n*Nota: Analizamos los perfiles con horarios para evitar colas atestadas en las comidas - no compartimos estos datos con terceros.*\n[Leer más](https://nilsbaumgartner.de/homepage/2023/01/15/speiseprognose/)"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Tu n'as pas encore de **horaire** ?\n\nGrâce à notre fonction d'emploi du temps, tu peux planifier tes études et tes repas comme un professionnel. Si tu as un profil, nous synchronisons automatiquement ton emploi du temps.\n\n*Note : nous analysons les profils avec des emplois du temps pour éviter les files d'attente de repas bondées - nous ne partageons pas ces données avec des tiers.*\n[En savoir plus](https://nilsbaumgartner.de/homepage/2023/01/15/speiseprognose/)"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Non avete ancora un **piano di lezione**?\n\nCon la funzione Orario puoi pianificare i tuoi studi e i tuoi pasti come un professionista. Se avete un profilo, sincronizzeremo automaticamente il vostro orario.\n\n*Nota: analizziamo i profili con gli orari per evitare code per i pasti troppo affollate - non condividiamo questi dati con terzi.*\n[Per saperne di più](https://nilsbaumgartner.de/homepage/2023/01/15/speiseprognose/)"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Você ainda não tem um **plano de aula**?\n\nCom nossa função de horário, você pode planejar seus estudos e refeições como um profissional. Se você tiver um perfil, sincronizaremos seu horário automaticamente.\n\n*Observação: Analisamos perfis com horários para evitar filas superlotadas de refeições - não compartilhamos esses dados com terceiros.*\n[Leia mais](https://nilsbaumgartner.de/homepage/2023/01/15/speiseprognose/)"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""У вас еще нет **плана урока**?\n\nС помощью нашей функции расписания вы можете планировать учебу и питание как профессионал. Если у вас есть профиль, мы автоматически синхронизируем ваше расписание.\n\n* Примечание: Мы анализируем профили с расписанием, чтобы избежать переполненных очередей за едой - мы не передаем эти данные третьим лицам.*\n[Подробнее](https://nilsbaumgartner.de/homepage/2023/01/15/speiseprognose/)"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"course_timetable","draft",,"2024-03-05T23:05:54.153Z",,"[{""text"":""الجدول الزمني"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Stundenplan"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Timetable"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Horario"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Horaire"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Orario"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Horário"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Расписание"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"create","draft",,"2024-03-05T22:58:08.521Z",,"[{""text"":""إنشاء"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Erstellen"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Create"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Cree"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Créer"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Creare"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Criar"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Создать"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"currently_logged_in_as","draft",,"2024-03-05T23:03:48.751Z",,"[{""text"":""مسجل كـ"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Angemeldet als"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Registered as"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Registrado como"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Connecté en tant que"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Registrato come"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Registrado como"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Зарегистрирован как"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"date","draft",,"2024-03-05T23:01:24.803Z",,"[{""text"":""التاريخ"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Datum"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Date"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""fecha"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Date"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""data"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""data"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""дата"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"day","draft",,"2024-03-05T23:02:17.292Z",,"[{""text"":""اليوم"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Tag"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Day"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Día"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Jour"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Giorno"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Dia"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""День"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"delete","draft",,"2024-03-05T22:58:17.076Z",,"[{""text"":""حذف"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Löschen"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Delete"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Borrar"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Supprimer"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Cancellare"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Excluir"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Удалить"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"drawer_config_position","draft",,"2024-03-05T23:11:03.583Z",,"[{""text"":""موضع القائمة"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Position des Menüs"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Position of the menu"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Posición del menú"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Position du menu"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Posizione del menu"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Posição do menu"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Положение меню"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"drawer_config_position_left","draft",,"2024-03-05T23:11:11.194Z",,"[{""text"":""الروابط"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Links"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Links"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Enlaces"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Liens"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Collegamenti"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Links"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Ссылки"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"drawer_config_position_right","draft",,"2024-03-05T23:11:18.530Z",,"[{""text"":""صحيح"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Rechts"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Right"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Derecha"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Droite"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Diritto"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Certo"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Справа"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"drawer_config_position_system","draft",,"2024-03-05T23:11:25.978Z",,"[{""text"":""النظام"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""System"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""System"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Sistema"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Système"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Sistema"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Sistema"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Система"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"eating_habits","draft",,"2024-03-05T23:06:03.574Z",,"[{""text"":""عادات الأكل"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Essgewohnheiten"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Eating habits"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Hábitos alimentarios"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Habitudes alimentaires"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Abitudini alimentari"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Hábitos alimentares"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Пищевые привычки"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"edit","draft",,"2024-03-05T23:10:14.900Z",,"[{""text"":""تحرير"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Bearbeiten"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""Edit"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Editar"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Modifier"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Modifica"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Editar"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Редактировать"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
"email","draft",,"2024-03-05T23:06:57.168Z",,"[{""text"":""البريد الإلكتروني"",""languages_code"":""ar-SA"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""E-Mail"",""languages_code"":""de-DE"",""be_source_for_translations"":true,""let_be_translated"":true},{""text"":""e-mail"",""languages_code"":""en-US"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""correo electrónico"",""languages_code"":""es-ES"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""Courrier électronique"",""languages_code"":""fr-FR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""e-mail"",""languages_code"":""it-IT"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""e-mail"",""languages_code"":""pt-BR"",""be_source_for_translations"":false,""let_be_translated"":true},{""text"":""e-mail"",""languages_code"":""ru-RU"",""be_source_for_translations"":false,""let_be_translated"":true}]"
