MENSA	VBORT_ID	DATUM	VK-ArtikelNr	VK-GebindeNR	SPEISE	SPEISE_BEZEICHNUNG	REZEPTUR_ID	TEXT1	TEXT2	TEXT3	TEXT4	TEXT5	TEXT6	TEXT1_1	TEXT2_1	TEXT3_1	TEXT4_1	TEXT5_1	TEXT6_1	PREIS_STUDENT	PREIS_BEDIENSTETER	PREIS_GAST	PREIS_STUDENT_KARTE	PREIS_BEDIENSTETER_KARTE	PREIS_GAST_KARTE	FREI1	FREI2	FREI3	ZSNUMMERN	ZSNAMEN	NAEHRWERTEJE100G	NAEHRWERTEJEPORT	NW_KJ	NW_KCAL	NW_FETT	NW_GESFETT	NW_EIWEISS	NW_KH	NW_ZUCKER	NW_SALZ
Mensa TiHo-Tower	140	18.10.2024	309328	291991	VEGGIE & VEGAN		802978	Rote Beete-Bulgur Frikadelle (20A,20D,kt,m)	vegane Meerrettichsauce (3,20D,28)	Blumenkohl	Salzkartoffeln			cauliflower	boiled potatoes					3,00	6,30	7,90	3,00	6,30	7,90				3, 20, 20A, 20D, 28, 99, kt, m	mit Antioxidationsmittel / antioxidant, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Glutenhaltiges Getreide: Hafer, enthält Sellerie und Sellerieerzeugnisse, ohne kennzeichnungspflichtige Zusatzstoffe, KlimaTeller, Gesund&Munter	Brennwert=711 kJ (170 kcal), Fett=3,9g, davon gesättigte Fettsäuren=0,5g, Kohlenhydrate=26,8g, davon Zucker=2,7g, Eiweiß=5,0g, Salz=1,3g,	Brennwert=2895 kJ (691 kcal), Fett=21,9g, davon gesättigte Fettsäuren=2,2g, Kohlenhydrate=97,2g, davon Zucker=12,1g, Eiweiß=17,4g, Salz=5,6g,	2894,7	691	21,9	2,2	17,4	97,2	12,1	5,6
Mensa TiHo-Tower	140	18.10.2024	309328	291991	VEGGIE & VEGAN		800188	Rote Beete-Bulgur Frikadelle (20A,20D,kt,m)	vegane Meerrettichsauce (3,20D,28)	Blumenkohl	Salzkartoffeln			cauliflower	boiled potatoes					3,00	6,30	7,90	3,00	6,30	7,90				3, 20, 20A, 20D, 28, 99, kt, m	mit Antioxidationsmittel / antioxidant, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Glutenhaltiges Getreide: Hafer, enthält Sellerie und Sellerieerzeugnisse, ohne kennzeichnungspflichtige Zusatzstoffe, KlimaTeller, Gesund&Munter	Brennwert=711 kJ (170 kcal), Fett=3,9g, davon gesättigte Fettsäuren=0,5g, Kohlenhydrate=26,8g, davon Zucker=2,7g, Eiweiß=5,0g, Salz=1,3g,	Brennwert=2895 kJ (691 kcal), Fett=21,9g, davon gesättigte Fettsäuren=2,2g, Kohlenhydrate=97,2g, davon Zucker=12,1g, Eiweiß=17,4g, Salz=5,6g,	2894,7	691	21,9	2,2	17,4	97,2	12,1	5,6
Mensa TiHo-Tower	140	18.10.2024	309328	291991	VEGGIE & VEGAN		800190	Rote Beete-Bulgur Frikadelle (20A,20D,kt,m)	vegane Meerrettichsauce (3,20D,28)	Blumenkohl	Salzkartoffeln			cauliflower	boiled potatoes					3,00	6,30	7,90	3,00	6,30	7,90				3, 20, 20A, 20D, 28, 99, kt, m	mit Antioxidationsmittel / antioxidant, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Glutenhaltiges Getreide: Hafer, enthält Sellerie und Sellerieerzeugnisse, ohne kennzeichnungspflichtige Zusatzstoffe, KlimaTeller, Gesund&Munter	Brennwert=711 kJ (170 kcal), Fett=3,9g, davon gesättigte Fettsäuren=0,5g, Kohlenhydrate=26,8g, davon Zucker=2,7g, Eiweiß=5,0g, Salz=1,3g,	Brennwert=2895 kJ (691 kcal), Fett=21,9g, davon gesättigte Fettsäuren=2,2g, Kohlenhydrate=97,2g, davon Zucker=12,1g, Eiweiß=17,4g, Salz=5,6g,	2894,7	691	21,9	2,2	17,4	97,2	12,1	5,6
Mensa TiHo-Tower	140	18.10.2024	309331	292000	EVERGREENS		802481	Harissa Burger (2,3,k,20A,20C,22,28,29,30,g)	Ananas-Chutney	Kartoffeltwister (20A)				potatoes twister (20A)						4,00	7,00	8,60	4,00	7,00	8,60				2, 3, 15, k, 20, 20A, 20C, 22, 28, 29, 30, g, 99	mit Konservierungsstoff / preservative, mit Antioxidationsmittel / antioxidant, unter Schutzatmosphäre verpackt / MAP, mit Knoblauch / contains garlic, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Glutenhaltiges Getreide: Gerste, enthält Eier und Eiererzeugnisse, enthält Sellerie und Sellerieerzeugnisse, enthält Senf und Senferzeugnisse, enthält Sesamsamen & Sesamsamenerzeugn., enthält Geflügelfleisch, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=4306 kJ (1028 kcal), Fett=57,6g, davon gesättigte Fettsäuren=6,5g, Kohlenhydrate=101,1g, davon Zucker=16,7g, Eiweiß=23,8g, Salz=4,6g,	4306,0	1028	57,6	6,5	23,8	101,1	16,7	4,6
Mensa TiHo-Tower	140	18.10.2024	309331	292000	EVERGREENS		802482	Harissa Burger (2,3,k,20A,20C,22,28,29,30,g)	Ananas-Chutney	Kartoffeltwister (20A)				potatoes twister (20A)						4,00	7,00	8,60	4,00	7,00	8,60				2, 3, 15, k, 20, 20A, 20C, 22, 28, 29, 30, g, 99	mit Konservierungsstoff / preservative, mit Antioxidationsmittel / antioxidant, unter Schutzatmosphäre verpackt / MAP, mit Knoblauch / contains garlic, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Glutenhaltiges Getreide: Gerste, enthält Eier und Eiererzeugnisse, enthält Sellerie und Sellerieerzeugnisse, enthält Senf und Senferzeugnisse, enthält Sesamsamen & Sesamsamenerzeugn., enthält Geflügelfleisch, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=4306 kJ (1028 kcal), Fett=57,6g, davon gesättigte Fettsäuren=6,5g, Kohlenhydrate=101,1g, davon Zucker=16,7g, Eiweiß=23,8g, Salz=4,6g,	4306,0	1028	57,6	6,5	23,8	101,1	16,7	4,6
Mensa TiHo-Tower	140	18.10.2024	309331	292000	EVERGREENS		801796	Harissa Burger (2,3,k,20A,20C,22,28,29,30,g)	Ananas-Chutney	Kartoffeltwister (20A)				potatoes twister (20A)						4,00	7,00	8,60	4,00	7,00	8,60				2, 3, 15, k, 20, 20A, 20C, 22, 28, 29, 30, g, 99	mit Konservierungsstoff / preservative, mit Antioxidationsmittel / antioxidant, unter Schutzatmosphäre verpackt / MAP, mit Knoblauch / contains garlic, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Glutenhaltiges Getreide: Gerste, enthält Eier und Eiererzeugnisse, enthält Sellerie und Sellerieerzeugnisse, enthält Senf und Senferzeugnisse, enthält Sesamsamen & Sesamsamenerzeugn., enthält Geflügelfleisch, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=4306 kJ (1028 kcal), Fett=57,6g, davon gesättigte Fettsäuren=6,5g, Kohlenhydrate=101,1g, davon Zucker=16,7g, Eiweiß=23,8g, Salz=4,6g,	4306,0	1028	57,6	6,5	23,8	101,1	16,7	4,6
Mensa TiHo-Tower	140	18.10.2024	303227	241291	SÜSSE ECKE		802848	Käsekuchen mit Mandarinen (20A,22,26)						cheese cake with tangerines (20A,22,26)						0,80	1,30	1,70	0,80	1,30	1,70				20, 20A, 22, 26, 99, n	Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Eier und Eiererzeugnisse, enthält Milch und Milcherzeugnisse, ohne kennzeichnungspflichtige Zusatzstoffe, Natürlich frisch! / natural(ly) fresh!	-	Brennwert=1214 kJ (290 kcal), Fett=12,3g, davon gesättigte Fettsäuren=1,9g, Kohlenhydrate=31,3g, davon Zucker=25,0g, Eiweiß=9,0g, Salz=0,1g,	1214,3	290	12,3	1,9	9,0	31,3	25,0	0,1
Mensa TiHo-Tower	140	18.10.2024	303432	235129	QUEERBEET		801193	Gemischte Blattsalate	hausgemachtes Mangodressing (29,kt)					mixed salad	mango dressing (29,kt)					0,65	1,00	1,20	0,65	1,00	1,20				29, 99	enthält Senf und Senferzeugnisse, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=564 kJ (135 kcal), Fett=12,2g, davon gesättigte Fettsäuren=1,6g, Kohlenhydrate=5,7g, davon Zucker=5,2g, Eiweiß=0,8g, Salz=0,4g,	564,2	135	12,2	1,6	0,8	5,7	5,2	0,4
Mensa TiHo-Tower	140	18.10.2024	303432	235129	QUEERBEET		802649	Gemischte Blattsalate	hausgemachtes Mangodressing (29,kt)					mixed salad	mango dressing (29,kt)					0,65	1,00	1,20	0,65	1,00	1,20				29, 99	enthält Senf und Senferzeugnisse, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=564 kJ (135 kcal), Fett=12,2g, davon gesättigte Fettsäuren=1,6g, Kohlenhydrate=5,7g, davon Zucker=5,2g, Eiweiß=0,8g, Salz=0,4g,	564,2	135	12,2	1,6	0,8	5,7	5,2	0,4
Mensa TiHo-Tower	140	18.10.2024	309325	291982	PASTA & FRIENDS		800802	Hausgemachte Käsespätzle (20A,22,26,n)						home made speatzle with cheese (20A,22,26,n)						1,60	4,50	6,40	1,60	4,50	6,40				20, 20A, 22, 26, 99, n	Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Eier und Eiererzeugnisse, enthält Milch und Milcherzeugnisse, ohne kennzeichnungspflichtige Zusatzstoffe, Natürlich frisch! / natural(ly) fresh!	-	Brennwert=4754 kJ (1135 kcal), Fett=56,5g, davon gesättigte Fettsäuren=21,9g, Kohlenhydrate=101,1g, davon Zucker=5,8g, Eiweiß=45,9g, Salz=2,1g,	4753,9	1135	56,5	21,9	45,9	101,1	5,8	2,1
Mensa TiHo-Tower	140	18.10.2024	309326	291985	FLEISCH & MEER		800202	Gebackenes Schollenfilet	Speckstippe (2,3,8,s)	hausgemachter Kartoffelsalat (22,29)				backed slapfilet	bacon sauce (2,3,8,s)	homemade potato salad (22,29)				3,20	6,50	8,10	3,20	6,50	8,10				2, 3, 8, 20, 20A, 22, 23, 29, s, 99, f	mit Konservierungsstoff / preservative, mit Antioxidationsmittel / antioxidant, mit Phosphat / phosphate, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Eier und Eiererzeugnisse, enthält Fisch und Fischerzeugnisse, enthält Senf und Senferzeugnisse, enthält Schweinefleisch / pork, ohne kennzeichnungspflichtige Zusatzstoffe, nachhaltige Fischerei / sustainable fishery	-	Brennwert=4755 kJ (1136 kcal), Fett=82,0g, davon gesättigte Fettsäuren=13,7g, Kohlenhydrate=61,6g, davon Zucker=8,6g, Ballaststoffe=1,1g, Eiweiß=36,6g, Salz=4,2g,	4755,0	1136	82,0	13,7	36,6	61,6	8,6	4,2
Mensa TiHo-Tower	140	18.10.2024	309326	291985	FLEISCH & MEER		800473	Gebackenes Schollenfilet	Speckstippe (2,3,8,s)	hausgemachter Kartoffelsalat (22,29)				backed slapfilet	bacon sauce (2,3,8,s)	homemade potato salad (22,29)				3,20	6,50	8,10	3,20	6,50	8,10				2, 3, 8, 20, 20A, 22, 23, 29, s, 99, f	mit Konservierungsstoff / preservative, mit Antioxidationsmittel / antioxidant, mit Phosphat / phosphate, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Eier und Eiererzeugnisse, enthält Fisch und Fischerzeugnisse, enthält Senf und Senferzeugnisse, enthält Schweinefleisch / pork, ohne kennzeichnungspflichtige Zusatzstoffe, nachhaltige Fischerei / sustainable fishery	-	Brennwert=4755 kJ (1136 kcal), Fett=82,0g, davon gesättigte Fettsäuren=13,7g, Kohlenhydrate=61,6g, davon Zucker=8,6g, Ballaststoffe=1,1g, Eiweiß=36,6g, Salz=4,2g,	4755,0	1136	82,0	13,7	36,6	61,6	8,6	4,2
Mensa TiHo-Tower	140	18.10.2024	309328	291991	VEGGIE & VEGAN		802969	Rote Beete-Bulgur Frikadelle (20A,20D,kt,m)	vegane Meerrettichsauce (3,20D,28)	Blumenkohl	Salzkartoffeln			cauliflower	boiled potatoes					3,00	6,30	7,90	3,00	6,30	7,90				3, 20, 20A, 20D, 28, 99, kt, m	mit Antioxidationsmittel / antioxidant, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Glutenhaltiges Getreide: Hafer, enthält Sellerie und Sellerieerzeugnisse, ohne kennzeichnungspflichtige Zusatzstoffe, KlimaTeller, Gesund&Munter	Brennwert=711 kJ (170 kcal), Fett=3,9g, davon gesättigte Fettsäuren=0,5g, Kohlenhydrate=26,8g, davon Zucker=2,7g, Eiweiß=5,0g, Salz=1,3g,	Brennwert=2895 kJ (691 kcal), Fett=21,9g, davon gesättigte Fettsäuren=2,2g, Kohlenhydrate=97,2g, davon Zucker=12,1g, Eiweiß=17,4g, Salz=5,6g,	2894,7	691	21,9	2,2	17,4	97,2	12,1	5,6
Contine	190	19.10.2024	303432	235129	QUEERBEET		801193	Gemischte Blattsalate						mixed salad						0,65	1,00	1,20	0,65	1,00	1,20				99	ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=47 kJ (11 kcal), Fett=0,1g, davon gesättigte Fettsäuren=0,0g, Kohlenhydrate=1,8g, davon Zucker=1,4g, Eiweiß=0,5g, Salz=0,1g,	46,8	11	0,1	0,0	0,5	1,8	1,4	0,1
Contine	190	19.10.2024	309326	291985	FLEISCH & MEER		802782	Rotes Kokoshühnchen (21,g)	Brokkoli	Reis				broccoli	rice					3,20	6,50	8,10	3,20	6,50	8,10				21, g, 99	enthält Krebstiere und Krebstiererzeugnisse, enthält Geflügelfleisch, ohne kennzeichnungspflichtige Zusatzstoffe	Brennwert=372 kJ (89 kcal), Fett=4,2g, davon gesättigte Fettsäuren=3,2g, Kohlenhydrate=2,5g, davon Zucker=2,1g, Ballaststoffe=0,3g, Eiweiß=9,4g, Salz=0,1g,	Brennwert=2741 kJ (655 kcal), Fett=18,0g, davon gesättigte Fettsäuren=11,8g, Kohlenhydrate=70,8g, davon Zucker=13,4g, Ballaststoffe=8,1g, Eiweiß=46,6g, Salz=3,8g,	2741,1	655	18,0	11,8	46,6	70,8	13,4	3,8
Contine	190	19.10.2024	309326	291985	FLEISCH & MEER		800567	Rotes Kokoshühnchen (21,g)	Brokkoli	Reis				broccoli	rice					3,20	6,50	8,10	3,20	6,50	8,10				21, g, 99	enthält Krebstiere und Krebstiererzeugnisse, enthält Geflügelfleisch, ohne kennzeichnungspflichtige Zusatzstoffe	Brennwert=372 kJ (89 kcal), Fett=4,2g, davon gesättigte Fettsäuren=3,2g, Kohlenhydrate=2,5g, davon Zucker=2,1g, Ballaststoffe=0,3g, Eiweiß=9,4g, Salz=0,1g,	Brennwert=2741 kJ (655 kcal), Fett=18,0g, davon gesättigte Fettsäuren=11,8g, Kohlenhydrate=70,8g, davon Zucker=13,4g, Ballaststoffe=8,1g, Eiweiß=46,6g, Salz=3,8g,	2741,1	655	18,0	11,8	46,6	70,8	13,4	3,8
Contine	190	19.10.2024	309326	291985	FLEISCH & MEER		800146	Rotes Kokoshühnchen (21,g)	Brokkoli	Reis				broccoli	rice					3,20	6,50	8,10	3,20	6,50	8,10				21, g, 99	enthält Krebstiere und Krebstiererzeugnisse, enthält Geflügelfleisch, ohne kennzeichnungspflichtige Zusatzstoffe	Brennwert=372 kJ (89 kcal), Fett=4,2g, davon gesättigte Fettsäuren=3,2g, Kohlenhydrate=2,5g, davon Zucker=2,1g, Ballaststoffe=0,3g, Eiweiß=9,4g, Salz=0,1g,	Brennwert=2741 kJ (655 kcal), Fett=18,0g, davon gesättigte Fettsäuren=11,8g, Kohlenhydrate=70,8g, davon Zucker=13,4g, Ballaststoffe=8,1g, Eiweiß=46,6g, Salz=3,8g,	2741,1	655	18,0	11,8	46,6	70,8	13,4	3,8
Contine	190	19.10.2024	309328	291991	VEGGIE & VEGAN		801658	Hirtenkäse mit Ratatouille in Blätterteig (20A,22,26)	Käsesauce (1,26)	Brokkoli	Reis			herdman's cheese (feta cheese) with ratatouille in flaky pastry (20A,22,26)	cheese sauce (1,26)	broccoli	rice			3,00	6,30	7,90	3,00	6,30	7,90				1, 20, 20A, 22, 26, k, 99	mit Farbstoff / color, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Eier und Eiererzeugnisse, enthält Milch und Milcherzeugnisse, mit Knoblauch / contains garlic, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=3694 kJ (882 kcal), Fett=44,1g, davon gesättigte Fettsäuren=21,6g, Kohlenhydrate=91,4g, davon Zucker=12,2g, Ballaststoffe=7,0g, Eiweiß=27,9g, Salz=6,3g,	3693,9	882	44,1	21,6	27,9	91,4	12,2	6,3
Contine	190	19.10.2024	303227	241291	SÜSSE ECKE		800628	Schlemmerquark (20A,20C,20D,26)	Kirschen und Knuspermüsli					curd (20A,20C,20D,26)	hot cherries					0,80	1,30	1,70	0,80	1,30	1,70				20, 20A, 20C, 20D, 26, 88, 99	Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Glutenhaltiges Getreide: Gerste, enthält Glutenhaltiges Getreide: Hafer, enthält Milch und Milcherzeugnisse, Honig, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=1097 kJ (262 kcal), Fett=7,2g, davon gesättigte Fettsäuren=4,6g, Kohlenhydrate=32,3g, davon Zucker=29,8g, Ballaststoffe=0,1g, Eiweiß=16,4g, Salz=0,3g,	1097,0	262	7,2	4,6	16,4	32,3	29,8	0,3
Contine	190	19.10.2024	309328	291991	VEGGIE & VEGAN		800146	Hirtenkäse mit Ratatouille in Blätterteig (20A,22,26)	Käsesauce (1,26)	Brokkoli	Reis			herdman's cheese (feta cheese) with ratatouille in flaky pastry (20A,22,26)	cheese sauce (1,26)	broccoli	rice			3,00	6,30	7,90	3,00	6,30	7,90				1, 20, 20A, 22, 26, k, 99	mit Farbstoff / color, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Eier und Eiererzeugnisse, enthält Milch und Milcherzeugnisse, mit Knoblauch / contains garlic, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=3694 kJ (882 kcal), Fett=44,1g, davon gesättigte Fettsäuren=21,6g, Kohlenhydrate=91,4g, davon Zucker=12,2g, Ballaststoffe=7,0g, Eiweiß=27,9g, Salz=6,3g,	3693,9	882	44,1	21,6	27,9	91,4	12,2	6,3
Contine	190	19.10.2024	309328	291991	VEGGIE & VEGAN		800620	Hirtenkäse mit Ratatouille in Blätterteig (20A,22,26)	Käsesauce (1,26)	Brokkoli	Reis			herdman's cheese (feta cheese) with ratatouille in flaky pastry (20A,22,26)	cheese sauce (1,26)	broccoli	rice			3,00	6,30	7,90	3,00	6,30	7,90				1, 20, 20A, 22, 26, k, 99	mit Farbstoff / color, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Eier und Eiererzeugnisse, enthält Milch und Milcherzeugnisse, mit Knoblauch / contains garlic, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=3694 kJ (882 kcal), Fett=44,1g, davon gesättigte Fettsäuren=21,6g, Kohlenhydrate=91,4g, davon Zucker=12,2g, Ballaststoffe=7,0g, Eiweiß=27,9g, Salz=6,3g,	3693,9	882	44,1	21,6	27,9	91,4	12,2	6,3
Contine	190	19.10.2024	303227	241291	SÜSSE ECKE		801886	Schlemmerquark (20A,20C,20D,26)	Kirschen und Knuspermüsli					curd (20A,20C,20D,26)	hot cherries					0,80	1,30	1,70	0,80	1,30	1,70				20, 20A, 20C, 20D, 26, 88, 99	Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Glutenhaltiges Getreide: Gerste, enthält Glutenhaltiges Getreide: Hafer, enthält Milch und Milcherzeugnisse, Honig, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=1097 kJ (262 kcal), Fett=7,2g, davon gesättigte Fettsäuren=4,6g, Kohlenhydrate=32,3g, davon Zucker=29,8g, Ballaststoffe=0,1g, Eiweiß=16,4g, Salz=0,3g,	1097,0	262	7,2	4,6	16,4	32,3	29,8	0,3
Contine	190	19.10.2024	303227	241291	SÜSSE ECKE		801646	Schlemmerquark (20A,20C,20D,26)	Kirschen und Knuspermüsli					curd (20A,20C,20D,26)	hot cherries					0,80	1,30	1,70	0,80	1,30	1,70				20, 20A, 20C, 20D, 26, 88, 99	Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Glutenhaltiges Getreide: Gerste, enthält Glutenhaltiges Getreide: Hafer, enthält Milch und Milcherzeugnisse, Honig, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=1097 kJ (262 kcal), Fett=7,2g, davon gesättigte Fettsäuren=4,6g, Kohlenhydrate=32,3g, davon Zucker=29,8g, Ballaststoffe=0,1g, Eiweiß=16,4g, Salz=0,3g,	1097,0	262	7,2	4,6	16,4	32,3	29,8	0,3
Contine	190	19.10.2024	309328	291991	VEGGIE & VEGAN		800567	Hirtenkäse mit Ratatouille in Blätterteig (20A,22,26)	Käsesauce (1,26)	Brokkoli	Reis			herdman's cheese (feta cheese) with ratatouille in flaky pastry (20A,22,26)	cheese sauce (1,26)	broccoli	rice			3,00	6,30	7,90	3,00	6,30	7,90				1, 20, 20A, 22, 26, k, 99	mit Farbstoff / color, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Eier und Eiererzeugnisse, enthält Milch und Milcherzeugnisse, mit Knoblauch / contains garlic, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=3694 kJ (882 kcal), Fett=44,1g, davon gesättigte Fettsäuren=21,6g, Kohlenhydrate=91,4g, davon Zucker=12,2g, Ballaststoffe=7,0g, Eiweiß=27,9g, Salz=6,3g,	3693,9	882	44,1	21,6	27,9	91,4	12,2	6,3
Contine	190	21.10.2024	309328	291991	VEGGIE & VEGAN		802960	Linsen-Gulasch (k,20A,20D,25,28,31,a,kt,m)	Brokkoli	Kartoffel-Möhrenpüree				broccoli	mashed potatoes with carrots					3,00	6,30	7,90	3,00	6,30	7,90				k, 20, 20A, 20D, 25, 28, 31, a, 99, kt, m	mit Knoblauch / contains garlic, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Glutenhaltiges Getreide: Hafer, enthält Soja und Sojaerzeugnisse, enthält Sellerie und Sellerieerzeugnisse, enthält Schwefeldioxid und Sulfite > 10 mg/kg, mit Alkohol / contains alcohol, ohne kennzeichnungspflichtige Zusatzstoffe, KlimaTeller, Gesund&Munter	-	Brennwert=1802 kJ (430 kcal), Fett=5,8g, davon gesättigte Fettsäuren=0,9g, Kohlenhydrate=60,2g, davon Zucker=15,8g, Ballaststoffe=16,1g, Eiweiß=26,1g, Salz=4,0g,	1802,1	430	5,8	0,9	26,1	60,2	15,8	4,0
Contine	190	21.10.2024	308044	292003	EVERGREENS		802019	Geflügelcurrywurst mit Curryketchup (1,2,3,11,25,g)	Pommes frites (3)					poultry curry sausage (1,2,3,11,25,g)	french fries (3)					3,30	4,80	5,50	3,30	4,80	5,50				1, 2, 3, 11, 15, 25, g, 99	mit Farbstoff / color, mit Konservierungsstoff / preservative, mit Antioxidationsmittel / antioxidant, mit einer Zuckerart u. Süßungsmittel, unter Schutzatmosphäre verpackt / MAP, enthält Soja und Sojaerzeugnisse, enthält Geflügelfleisch, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=5094 kJ (1217 kcal), Fett=91,1g, davon gesättigte Fettsäuren=23,6g, Kohlenhydrate=75,8g, davon Zucker=25,8g, Eiweiß=22,2g, Salz=5,9g,	5093,7	1217	91,1	23,6	22,2	75,8	25,8	5,9
Contine	190	21.10.2024	303432	235129	QUEERBEET		802654	Gemischte Blattsalate	hausgemachte Tomaten-Vinaigrette (k,kt)					mixed salad	homemade tomato vinaigrette (k,kt)					0,65	1,00	1,20	0,65	1,00	1,20				k, 99	mit Knoblauch / contains garlic, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=535 kJ (128 kcal), Fett=11,6g, davon gesättigte Fettsäuren=1,1g, Kohlenhydrate=4,8g, davon Zucker=3,9g, Eiweiß=1,0g, Salz=0,4g,	534,8	128	11,6	1,1	1,0	4,8	3,9	0,4
Contine	190	21.10.2024	303432	235129	QUEERBEET		801193	Gemischte Blattsalate	hausgemachte Tomaten-Vinaigrette (k,kt)					mixed salad	homemade tomato vinaigrette (k,kt)					0,65	1,00	1,20	0,65	1,00	1,20				k, 99	mit Knoblauch / contains garlic, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=535 kJ (128 kcal), Fett=11,6g, davon gesättigte Fettsäuren=1,1g, Kohlenhydrate=4,8g, davon Zucker=3,9g, Eiweiß=1,0g, Salz=0,4g,	534,8	128	11,6	1,1	1,0	4,8	3,9	0,4
Contine	190	21.10.2024	309326	291985	FLEISCH & MEER		800441	Kalbsragout Marengo mit Champignons (5,k,26,31,r,a)	Rosenkohl	Semmelknödel (20A,22)				calf ragout "Marengo" with mushrooms (5,k,26,31,r,a)	brussel sprouts	bread dumplings (20A,22)				3,20	6,50	8,10	3,20	6,50	8,10				5, k, 20, 20A, 22, 26, 31, r, a, 99	geschwefelt / sulphite, mit Knoblauch / contains garlic, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Eier und Eiererzeugnisse, enthält Milch und Milcherzeugnisse, enthält Schwefeldioxid und Sulfite > 10 mg/kg, enthält Rindfleisch / beef, mit Alkohol / contains alcohol, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=2179 kJ (520 kcal), Fett=15,2g, davon gesättigte Fettsäuren=3,8g, Kohlenhydrate=67,4g, davon Zucker=12,5g, Eiweiß=20,9g, Salz=5,7g,	2178,6	520	15,2	3,8	20,9	67,4	12,5	5,7
Contine	190	21.10.2024	309326	291985	FLEISCH & MEER		800312	Kalbsragout Marengo mit Champignons (5,k,26,31,r,a)	Rosenkohl	Semmelknödel (20A,22)				calf ragout "Marengo" with mushrooms (5,k,26,31,r,a)	brussel sprouts	bread dumplings (20A,22)				3,20	6,50	8,10	3,20	6,50	8,10				5, k, 20, 20A, 22, 26, 31, r, a, 99	geschwefelt / sulphite, mit Knoblauch / contains garlic, Glutenhaltiges Getreide, enthält Glutenhaltiges Getreide: Weizen, enthält Eier und Eiererzeugnisse, enthält Milch und Milcherzeugnisse, enthält Schwefeldioxid und Sulfite > 10 mg/kg, enthält Rindfleisch / beef, mit Alkohol / contains alcohol, ohne kennzeichnungspflichtige Zusatzstoffe	-	Brennwert=2179 kJ (520 kcal), Fett=15,2g, davon gesättigte Fettsäuren=3,8g, Kohlenhydrate=67,4g, davon Zucker=12,5g, Eiweiß=20,9g, Salz=5,7g,	2178,6	520	15,2	3,8	20,9	67,4	12,5	5,7
