"id","translations"
"markings","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Kennzeichnungen"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Markings"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Etiquetas"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Marquages"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Etichette"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Etykiety"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Etiquetas"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Etichete"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Ярлыки"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Etiketler"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Етикетки"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""标签"",""languages_code"":""zh-ZH""}]"
"month","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Monat"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Month"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Mes"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Mois"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Mese"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Miesiąc"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Mês"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Luna"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Месяц"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Ay"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Місяць"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""月份"",""languages_code"":""zh-ZH""}]"
"moreInformations","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Mehr Informationen"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""More informations"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Más información"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Plus d'informations"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Maggiori informazioni"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Więcej informacji"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Mais informações"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Mai multe informații"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Дополнительная информация"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Daha fazla bilgi"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Більше інформації"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""更多信息"",""languages_code"":""zh-ZH""}]"
"mostDisliked","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Am unbeliebtesten"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Most unpopular"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Los más impopulares"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Les plus impopulaires"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Il più impopolare"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Najbardziej niepopularny"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Mais impopulares"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Cel mai nepopular"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Самый непопулярный"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""En popüler olmayan"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Найбільш непопулярні"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""最不受欢迎的"",""languages_code"":""zh-ZH""}]"
"mostLiked","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Am beliebtesten"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Most popular"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Los más populares"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Les plus populaires"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""I più popolari"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Najpopularniejsze"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Mais populares"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Cele mai populare"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Самые популярные"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""En popüler"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Найпопулярніші"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""最受欢迎"",""languages_code"":""zh-ZH""}]"
"navigateTo","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Navigiere zu"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Navigate to"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Vaya a"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Naviguer vers"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Andare a"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Przejdź do"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Navegue para"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Navigați la"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Перейдите в раздел"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Şuraya gidin"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Перейдіть до"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""导航至"",""languages_code"":""zh-ZH""}]"
"newest","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Neueste"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Latest"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Lo más reciente es"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Les plus récents"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Ultime novità"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Najnowsza"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""O mais recente"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Cele mai recente"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Последние"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""En son"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Останні"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""最新的"",""languages_code"":""zh-ZH""}]"
"news","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""News"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""News"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Noticias"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Actualités"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Notizie"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Aktualności"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Notícias"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Știri"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Новости"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Haberler"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Новини"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""新闻"",""languages_code"":""zh-ZH""}]"
"nextOffersFoundFor","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Nächste Angebote gefunden für"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Next offers found for"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Próximas ofertas encontradas para"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Prochaines offres trouvées pour"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Le prossime offerte trovate per"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Następne znalezione oferty dla"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Próximas ofertas encontradas para"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Ofertele următoare găsite pentru"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Следующие найденные предложения для"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Sonraki teklifler şunlar için bulundu"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Знайдено наступні пропозиції для"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""找到的下一个报价为"",""languages_code"":""zh-ZH""}]"
"nfcInstructionRead","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Halten deine Karte an dein Mobiltelefon"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Hold your card to your cell phone"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Sujete su tarjeta al teléfono móvil"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Tenir ta carte sur ton téléphone portable"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Tenere la carta sul cellulare"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Przytrzymaj swoją kartę przy telefonie komórkowym"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Segure seu cartão em seu telefone celular"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Țineți cardul la telefonul mobil"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Прижмите карту к мобильному телефону"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Kartınızı cep telefonunuza tutun"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Піднесіть картку до мобільного телефону"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""把你的卡放在你的移动电话上"",""languages_code"":""zh-ZH""}]"
"nfcNotEnabled","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Bitte aktivieren Sie NFC auf Ihrem Gerät."",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Please enable NFC on your device."",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Por favor, active la NFC en su dispositivo."",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Veuillez activer la fonction NFC sur votre appareil."",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Attivare l'NFC sul dispositivo."",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Proszę włączyć NFC w swoim urządzeniu."",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Favor ativar o NFC em seu dispositivo."",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Vă rugăm să activați NFC pe dispozitivul dvs."",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Пожалуйста, включите функцию NFC на вашем устройстве."",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Lütfen cihazınızda NFC'yi etkinleştirin."",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Будь ласка, увімкніть NFC на вашому пристрої."",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""请在您的设备上启用NFC。"",""languages_code"":""zh-ZH""}]"
"nfcNotSupported","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Ihr Gerät unterstützt kein NFC zum Lesen der Karte."",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Your device does not support NFC to read the card."",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Su dispositivo no soporta NFC para leer la tarjeta."",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Votre appareil ne prend pas en charge la technologie NFC pour lire la carte."",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Il dispositivo non supporta l'NFC per la lettura della scheda."",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Twoje urządzenie nie obsługuje funkcji NFC do odczytu karty."",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Seu dispositivo não suporta NFC para ler o cartão."",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Dispozitivul dvs. nu acceptă NFC pentru a citi cardul."",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Ваше устройство не поддерживает NFC для считывания карты."",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Cihazınız kartı okumak için NFC'yi desteklemiyor."",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Ваш пристрій не підтримує NFC для зчитування картки."",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""你的设备不支持NFC读取卡片。"",""languages_code"":""zh-ZH""}]"
"nfcReadCard","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Karte lesen"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Read card"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Leer la tarjeta"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Carte de lecture"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Scheda di lettura"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Karta do czytania"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Leia o cartão"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Card de citire"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Читательская карточка"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Kartı okuyun"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Зчитування картки"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""阅读卡"",""languages_code"":""zh-ZH""}]"
"nickname","[{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Spitzname"",""languages_code"":""de-DE""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":true,""markdown"":null,""content"":""Nickname"",""languages_code"":""en-US""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Apodo"",""languages_code"":""es-ES""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Surnom :"",""languages_code"":""fr-FR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Soprannome"",""languages_code"":""it-IT""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Pseudonim"",""languages_code"":""pl-PL""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Apelido"",""languages_code"":""pt-BR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Porecla"",""languages_code"":""ro-RO""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Прозвище"",""languages_code"":""ru-RU""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Takma ad"",""languages_code"":""tr-TR""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""Нікнейм"",""languages_code"":""uk-UK""},{""create_translations_for_all_languages"":true,""let_be_translated"":true,""be_source_for_translations"":false,""markdown"":null,""content"":""绰号"",""languages_code"":""zh-ZH""}]"
